,flight plans,flight tracks,weather cubes
10,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_DAL2710.nc
11,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_DAL2729.nc
12,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_DAL41.nc
13,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_DAL747.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_DAL747.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_DAL747.nc
14,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_JBU123.nc
15,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_JBU1523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_JBU1523.nc
16,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_JBU1823.nc
17,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_JBU323.nc
18,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-05\Flight_Plan_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-05\Flight_Track_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-05\Flight_Plan_KJFK_KLAX_JBU523.nc
19,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_AAL1.nc
20,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_AAL117.nc
21,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_AAL341.nc
22,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_ASA1409.nc
23,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_ASA1415.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_ASA1415.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_ASA1415.nc
24,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_ASA420.nc
25,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_DAL1049.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_DAL1049.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_DAL1049.nc
26,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_DAL1985.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_DAL1985.nc
27,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_DAL2710.nc
28,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_DAL2729.nc
29,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_FDX3000.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_FDX3000.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_FDX3000.nc
30,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-06\Flight_Plan_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-06\Flight_Track_KJFK_KLAX_JBU1623.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-06\Flight_Plan_KJFK_KLAX_JBU1623.nc
31,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL1.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL1.nc
32,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL117.nc
33,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL171.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL171.nc
34,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL3.nc
35,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL33.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL33.nc
36,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL331.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL331.nc
37,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_AAL341.nc
38,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1407.nc
39,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1409.nc
40,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1411.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_ASA1411.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_ASA1411.nc
41,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_ASA420.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_ASA420.nc
42,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_DAL2710.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2710.nc
43,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_DAL2729.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2729.nc
44,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_DAL2880.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_DAL2880.nc
45,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_DAL41.nc
46,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_JBU123.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_JBU123.nc
47,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_JBU1823.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_JBU1823.nc
48,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_JBU23.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_JBU23.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_JBU23.nc
49,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_JBU323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_JBU323.nc
50,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-07\Flight_Plan_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-07\Flight_Track_KJFK_KLAX_JBU523.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-07\Flight_Plan_KJFK_KLAX_JBU523.nc
51,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_AAL117.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_AAL117.nc
52,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_AAL3.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_AAL3.nc
53,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_AAL302.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_AAL302.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_AAL302.nc
54,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_AAL341.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_AAL341.nc
55,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_ASA1407.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_ASA1407.nc
56,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_ASA1409.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_ASA1409.nc
57,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_DAL41.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_DAL41.nc
58,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_DAL747.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_DAL747.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_DAL747.nc
59,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Plans\2018-12-08\Flight_Plan_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Flight Tracks\2018-12-08\Flight_Track_KJFK_KLAX_JBU1323.txt,D:\NathanSchimpf\PyCharmProjects\Flight-Track-Prediction\data\Weather Cubes\2018-12-08\Flight_Plan_KJFK_KLAX_JBU1323.nc
